ACCOUNTID;MULTIPLAY;CONTRACT_LENGTH;3G-V;3G-D ;INTERNET;IPTV-U;IPTV-P;WL-V;CONCURENTI;INCIDENTE;STATUT_CONTRACT;SOLICITARI_REZILIERE;PRET_ABON;QUALITY_PERCEPTION;COST_PERCEPTION;IPTV_STB_QUANTITY;QNT_APELARI;QNT_PORT_REZ;AVG_PERCEPTION;QNT_INCEDENT;LUNI_DATOR;SUMA_ACHITARII;CNT_SERVICII;IS_CHURN;CHURN_DATE
1713825;['IPTV-P', 'INTERNET'];24.0;0;0;1;0;1;0;0;0;3;0;160.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.25;2.0;1;31.10.2020
1714052;['INTERNET', 'IPTV-U'];24.0;0;0;1;1;0;0;0;0;0;0;215.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.8709677419354839;2.0;0;
1714351;['WL-V', 'INTERNET', 'IPTV-U'];24.0;0;0;1;1;0;1;0;0;1;3;225.0;0.0;1;0.0;0.0;5.0;1.0;0.0;0.0;1.0;3.0;0;
1714546;['WL-V', 'INTERNET'];24.0;0;0;1;0;0;1;0;0;3;0;160.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.7741935483870968;2.0;0;
1715189;['WL-V', 'INTERNET', 'IPTV-U'];342.0;0;0;1;1;0;1;0;1;3;0;270.0;0.12903225806451613;1;1.0;1.0;0.0;0.0;1.0;0.0;0.9032258064516129;3.0;0;
1715681;['3G-V', 'INTERNET', 'WL-V', 'IPTV-P'];338.0;1;0;1;0;1;1;0;2;3;1;190.0;0.7419354838709677;1;0.0;0.0;1.0;0.0;3.0;0.0;1.0;4.0;0;
1715787;['WL-V', 'INTERNET', 'IPTV-U'];341.0;0;0;1;1;0;1;0;0;3;0;195.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0;
1715820;['3G-V', 'INTERNET', 'WL-V', 'IPTV-U'];24.0;1;0;1;1;0;1;0;1;3;0;168.0;0.1935483870967742;1;0.0;0.0;0.0;0.0;2.0;0.0;0.6774193548387096;4.0;0;
1715838;[];359.0;0;0;0;0;0;0;0;0;3;0;245.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1;31.12.2021
1715883;['3G-V', 'WL-V', 'IPTV-U', '3G-D', 'INTERNET'];24.0;1;1;1;1;0;1;0;1;3;5;220.0;0.16129032258064516;1;0.0;0.0;7.0;0.0;1.0;0.0;0.967741935483871;5.0;0;
1716168;['3G-V', 'INTERNET', 'WL-V', 'IPTV-P'];24.0;1;0;1;0;1;1;1;1;2;0;190.0;0.45161290322580644;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4.0;0;
1716357;['3G-V', 'INTERNET', 'WL-V'];24.0;1;0;1;0;0;1;1;0;3;11;90.0;0.0;1;0.0;0.0;25.0;0.0;0.0;0.0;1.0;3.0;0;
1716500;['3G-V'];12.0;1;0;0;0;0;0;1;1;3;1;225.0;0.0967741935483871;1;0.0;0.0;3.0;0.0;2.0;0.0;0.8709677419354839;1.0;0;
1716678;['3G-V', 'INTERNET', 'IPTV-U'];24.0;1;0;1;1;0;0;0;1;0;7;220.0;0.16129032258064516;1;0.0;0.0;7.0;0.0;1.0;0.0;0.9354838709677419;3.0;0;
1718788;['INTERNET'];24.0;0;0;1;0;0;0;0;1;0;0;200.0;0.12903225806451613;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0;
1718845;['WL-V'];359.0;0;0;0;0;0;1;0;0;3;2;190.0;0.0;1;0.0;0.0;2.0;0.0;0.0;0.0;0.967741935483871;1.0;0;
1718903;[];24.0;0;0;0;0;0;0;0;0;0;0;145.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1;31.03.2021
1718922;['IPTV-P', 'INTERNET', 'WL-V'];339.0;0;0;1;0;1;1;0;0;3;3;190.0;0.0;1;0.0;0.0;3.0;0.0;0.0;0.0;1.0;3.0;0;
1718980;['IPTV-P', 'INTERNET'];24.0;0;0;1;0;1;0;0;0;1;0;190.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.9354838709677419;2.0;0;
1719335;['INTERNET', 'IPTV-U'];24.0;0;0;1;1;0;0;0;0;0;0;168.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.8709677419354839;2.0;0;
1719408;['IPTV-P', 'INTERNET'];342.0;0;0;1;0;1;0;0;1;3;0;220.0;0.41935483870967744;1;1.0;1.0;0.0;1.0;1.0;0.0;1.0;2.0;0;
1720273;['IPTV-P', 'INTERNET'];339.0;0;0;1;0;1;0;0;0;3;0;190.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0;
1720396;['IPTV-P', 'INTERNET', 'WL-V'];337.0;0;0;1;0;1;1;0;0;3;0;190.0;0.0;1;0.16129032258064516;1.0;0.0;0.0;0.0;0.0;0.9032258064516129;3.0;0;
1720451;['WL-V', 'INTERNET'];350.0;0;0;1;0;0;1;0;0;3;0;160.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0;
1720547;['3G-V', 'INTERNET', 'WL-V'];24.0;1;0;1;0;0;1;0;1;1;0;160.0;0.45161290322580644;1;0.0;0.0;0.0;0.0;1.0;0.0;0.8064516129032258;3.0;0;
1721067;['WL-V', 'INTERNET', 'IPTV-U'];341.0;0;0;1;1;0;1;0;0;3;0;195.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0;
1721102;['WL-V'];24.0;0;0;0;0;0;1;0;0;3;0;145.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1;31.03.2022
1721217;['WL-V', 'INTERNET'];344.0;0;0;1;0;0;1;0;0;3;11;160.0;0.0;1;0.0;0.0;22.0;0.0;0.0;0.0;1.0;2.0;0;
1721632;['WL-V'];353.0;0;0;0;0;0;1;0;0;3;0;275.0;0.0;1;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1;31.10.2022
1721772;['IPTV-P', 'INTERNET', 'WL-V'];24.0;0;0;1;0;1;1;0;0;1;0;144.0;0.0;1;0.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;0;
1721913;['WL-V'];24.0;0;0;0;0;0;1;0;0;3;10;195.0;0.0;1;0.0;0.0;10.0;0.0;0.0;0.3225806451612903;0.7741935483870968;1.0;0;
1722012;['3G-V', 'INTERNET', 'WL-V', 'IPTV-U'];24.0;1;0;1;1;0;1;0;0;0;0;195.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0;
1722216;['3G-V', 'INTERNET', 'IPTV-U'];342.0;1;0;1;1;0;0;0;0;3;0;215.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0;
1722218;[];24.0;0;0;0;0;0;0;0;0;3;0;150.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1;31.07.2020
1722229;['3G-V', 'INTERNET', 'WL-V', 'IPTV-U'];24.0;1;0;1;1;0;1;0;0;3;0;215.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.8064516129032258;4.0;0;
1722634;[];24.0;0;0;0;0;0;0;1;0;0;0;145.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.6470588235294118;1.0;1;30.11.2021
1722825;['IPTV-P', 'INTERNET'];24.0;0;0;1;0;1;0;0;0;3;0;190.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.9354838709677419;2.0;0;
1723364;['3G-V', 'INTERNET', 'IPTV-P'];24.0;1;0;1;0;1;0;0;0;3;0;220.0;0.0;1;0.7096774193548387;1.0;0.0;0.0;0.0;0.0;0.9032258064516129;3.0;0;
1723370;['3G-V', 'INTERNET', 'IPTV-U'];346.0;1;0;1;1;0;0;0;0;3;5;184.0;0.0;1;1.0;1.0;5.0;0.0;0.0;0.0;1.0;3.0;0;
1723392;['WL-V', 'INTERNET', 'IPTV-U'];24.0;0;0;1;1;0;1;0;1;0;11;270.0;0.5806451612903226;1;1.0;1.0;22.0;1.0;1.0;0.0;1.0;3.0;0;
1723845;['WL-V', 'INTERNET', 'IPTV-U'];334.0;0;0;1;1;0;1;0;1;2;1;215.0;0.7096774193548387;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;3.0;0;
1723942;['WL-V', 'INTERNET'];24.0;0;0;1;0;0;1;0;0;3;0;112.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.7096774193548387;2.0;0;
1724044;['IPTV-P', 'INTERNET', 'WL-V'];336.0;0;0;1;0;1;1;0;0;3;5;230.0;0.0;1;1.0;1.0;5.0;0.0;0.0;0.0;1.0;3.0;0;
1724427;['WL-V', 'INTERNET', 'IPTV-U'];24.0;0;0;1;1;0;1;0;0;0;0;125.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0;
1724548;['3G-V', 'WL-V', 'IPTV-P', '3G-D', 'INTERNET'];24.0;1;1;1;0;1;1;0;2;3;1;190.0;0.8064516129032258;1;0.0;0.0;1.0;0.0;3.0;0.0;0.9032258064516129;5.0;0;
1724813;['IPTV-P', 'INTERNET', 'WL-V'];24.0;0;0;1;0;1;1;0;2;0;0;240.0;0.8064516129032258;1;0.12903225806451613;1.0;0.0;0.12903225806451613;4.0;0.0;1.0;3.0;0;
1724901;['WL-V', 'INTERNET'];24.0;0;0;1;0;0;1;1;1;3;1;200.0;0.6129032258064516;1;0.0;0.0;1.0;0.0;2.0;0.0;0.6774193548387096;2.0;0;
1725134;['INTERNET'];24.0;0;0;1;0;0;0;0;1;3;0;160.0;0.2903225806451613;1;0.0;0.0;0.0;0.0;2.0;0.0;0.7419354838709677;1.0;0;
1726368;[];358.0;0;0;0;0;0;0;0;0;3;0;230.0;0.0;1;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1;31.10.2021
1726514;[];24.0;0;0;0;0;0;0;0;0;3;0;220.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;31.07.2020
1726555;['IPTV-P', 'INTERNET'];24.0;0;0;1;0;1;0;0;0;0;0;50.0;0.0;1;0.8709677419354839;1.0;0.0;0.0;0.0;0.0;0.7419354838709677;2.0;0;
1727053;['WL-V', 'INTERNET'];352.0;0;0;1;0;0;1;0;0;3;1;160.0;0.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.9032258064516129;2.0;0;
1727187;['INTERNET', 'IPTV-U'];343.0;0;0;1;1;0;0;0;1;3;0;325.0;0.22580645161290322;1;2.0;2.0;0.0;0.0;2.0;0.0;0.7096774193548387;2.0;0;
1727199;[];24.0;0;0;0;0;0;0;0;0;3;0;150.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.64;1.0;1;31.07.2022
1727378;['INTERNET', 'IPTV-U'];354.0;0;0;1;1;0;0;0;1;3;0;215.0;0.6774193548387096;1;0.0;0.0;0.0;0.0;2.0;0.0;0.8387096774193549;2.0;0;
1727513;['3G-V', 'INTERNET', 'WL-V'];348.0;1;0;1;0;0;1;1;0;3;1;155.0;0.0;1;0.0;0.0;3.0;0.0;0.0;0.0;1.0;3.0;0;
1727708;['IPTV-P', 'INTERNET'];334.0;0;0;1;0;1;0;0;1;2;8;190.0;0.45161290322580644;1;0.0;0.0;8.0;0.0;1.0;0.0;0.9032258064516129;2.0;0;
1728177;['WL-V', 'INTERNET'];24.0;0;0;1;0;0;1;0;0;0;6;128.0;0.0;1;0.0;0.0;6.0;0.0;0.0;0.0;1.0;2.0;0;
1728467;['INTERNET', 'IPTV-U'];350.0;0;0;1;1;0;0;0;1;3;1;184.0;0.25806451612903225;1;1.0;1.0;1.0;0.0;1.0;0.0;0.7741935483870968;2.0;0;
1728760;['3G-V'];343.0;1;0;0;0;0;0;0;0;3;0;50.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.03225806451612903;0.5161290322580645;1.0;0;
1728922;['INTERNET'];24.0;0;0;1;0;0;0;0;0;3;0;200.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.9032258064516129;1.0;0;
1729530;['3G-V', 'INTERNET', 'WL-V', 'IPTV-U'];24.0;1;0;1;1;0;1;1;0;3;4;220.0;0.0;1;0.0;0.0;5.0;0.0;0.0;0.0;1.0;4.0;0;
1730100;['IPTV-P', 'INTERNET', 'WL-V'];24.0;0;0;1;0;1;1;0;0;1;1;270.0;0.0;1;1.0;1.0;1.0;0.0;0.0;0.0;1.0;3.0;0;
1730203;[];24.0;0;0;0;0;0;0;0;0;0;0;145.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;1.0;1;30.09.2020
1730241;[];340.0;0;0;0;0;0;0;0;0;3;0;220.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1;31.08.2021
1731021;['IPTV-P', 'INTERNET'];341.0;0;0;1;0;1;0;0;0;3;8;220.0;0.0;1;0.967741935483871;1.0;8.0;0.0;0.0;0.0;1.0;2.0;0;
1731119;['IPTV-P', 'INTERNET', 'WL-V'];336.0;0;0;1;0;1;1;0;0;3;6;220.0;0.0;1;0.9032258064516129;1.0;6.0;0.0;0.0;0.0;0.8387096774193549;3.0;0;
1731252;[];24.0;0;0;0;0;0;0;0;0;3;0;150.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1;31.01.2021
1731326;[];24.0;0;0;0;0;0;0;1;0;3;0;185.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.46153846153846156;1.0;1;31.07.2021
1731378;['3G-V', 'INTERNET', 'WL-V'];340.0;1;0;1;0;0;1;0;0;3;0;160.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.967741935483871;3.0;0;
1731554;['WL-V', 'INTERNET', 'IPTV-U'];334.0;0;0;1;1;0;1;0;1;2;0;215.0;0.3870967741935484;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;0;
1731817;['IPTV-P', 'INTERNET', 'WL-V'];356.0;0;0;1;0;1;1;0;0;3;1;240.0;0.0;1;1.0;1.0;1.0;1.0;0.0;0.0;1.0;3.0;0;
1732485;['WL-V', 'INTERNET', 'IPTV-U'];346.0;0;0;1;1;0;1;0;1;3;0;184.0;0.4838709677419355;1;1.0;1.0;0.0;0.0;2.0;0.0;1.0;3.0;0;
1732686;['IPTV-P', 'INTERNET', 'WL-V', '3G-D'];24.0;0;1;1;0;1;1;0;2;3;0;190.0;0.6774193548387096;1;0.0;0.0;0.0;0.0;3.0;0.0;0.9032258064516129;4.0;0;
1733373;['WL-V'];359.0;0;0;0;0;0;1;0;1;3;0;230.0;0.3333333333333333;1;0.0;0.0;0.0;0.0;1.0;0.0;0.6296296296296297;1.0;1;30.09.2022
1733583;['3G-V', 'INTERNET', 'IPTV-U'];335.0;1;0;1;1;0;0;0;0;2;0;225.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.9354838709677419;3.0;0;
1734177;['3G-V', 'WL-V', 'IPTV-U', '3G-D', 'INTERNET'];24.0;1;1;1;1;0;1;0;0;3;0;210.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.7741935483870968;5.0;0;
1734341;['WL-V', 'IPTV'];334.0;0;0;0;0;0;1;1;1;2;0;85.0;0.0967741935483871;1;0.0;0.0;0.0;0.0;1.0;0.0;0.3225806451612903;2.0;0;
1734343;['WL-V', 'INTERNET'];24.0;0;0;1;0;0;1;1;0;3;4;165.0;0.0;1;0.0;0.0;5.0;0.0;0.0;0.0;0.8709677419354839;2.0;0;
1734597;['3G-V', 'INTERNET', 'WL-V', 'IPTV-P'];354.0;1;0;1;0;1;1;0;0;3;0;220.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.9032258064516129;4.0;0;
1734622;['INTERNET', 'IPTV-U'];342.0;0;0;1;1;0;0;0;0;3;0;184.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0;
1735186;['IPTV-P', 'INTERNET', 'IPTV-U'];24.0;0;0;1;1;1;0;0;0;0;2;225.0;0.0;1;0.0;0.0;2.0;0.0;0.0;0.0;0.7741935483870968;3.0;0;
1735374;['3G-V', 'WL-V'];358.0;1;0;0;0;0;1;0;0;3;0;220.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.8571428571428571;2.0;1;31.01.2021
1735743;['IPTV-P', 'INTERNET', 'WL-V'];341.0;0;0;1;0;1;1;0;1;3;0;190.0;0.22580645161290322;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;0;
1737060;['WL-V', 'INTERNET'];24.0;0;0;1;0;0;1;0;0;0;1;112.0;0.0;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0;
1737289;['3G-V', 'INTERNET', 'WL-V', 'IPTV-P'];24.0;1;0;1;0;1;1;0;1;0;0;190.0;0.45161290322580644;1;0.0;0.0;0.0;0.0;1.0;0.0;0.967741935483871;4.0;0;
1737512;['INTERNET', 'IPTV-U'];24.0;0;0;1;1;0;0;0;0;2;0;215.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.6774193548387096;0.3548387096774194;2.0;0;
1737676;['WL-V', 'INTERNET', 'IPTV-U'];24.0;0;0;1;1;0;1;0;1;0;0;195.0;0.06451612903225806;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;0;
1738098;['WL-V', 'INTERNET', 'IPTV-U'];24.0;0;0;1;1;0;1;0;1;2;1;215.0;0.16129032258064516;1;0.0;0.0;1.0;0.0;1.0;0.0;0.8709677419354839;3.0;0;
1738141;['IPTV-P', 'INTERNET'];24.0;0;0;1;0;1;0;0;0;1;0;190.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.6774193548387096;2.0;0;
1738702;['3G-V', 'INTERNET', 'WL-V'];24.0;1;0;1;0;0;1;0;1;0;5;160.0;0.25806451612903225;1;0.0;0.0;7.0;0.0;2.0;0.0;0.967741935483871;3.0;0;
1738764;['IPTV-P', 'INTERNET', 'WL-V'];334.0;0;0;1;0;1;1;0;1;2;0;190.0;0.22580645161290322;1;0.0;0.0;0.0;0.0;1.0;0.0;0.9032258064516129;3.0;0;
1738776;['3G-V', 'INTERNET', 'IPTV-U'];24.0;1;0;1;1;0;0;0;0;2;0;215.0;0.0;1;0.3548387096774194;1.0;0.0;0.0;0.0;0.0;1.0;3.0;0;
1738965;[];24.0;0;0;0;0;0;0;0;0;3;0;169.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.6923076923076923;1.0;1;31.08.2022
1739497;['IPTV-P', 'INTERNET', 'WL-V'];24.0;0;0;1;0;1;1;0;1;0;1;190.0;0.4838709677419355;1;0.0;0.0;1.0;0.0;2.0;0.0;0.8709677419354839;3.0;0;
1739922;['3G-V', 'INTERNET', 'IPTV-P'];359.0;1;0;1;0;1;0;0;0;3;0;190.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.967741935483871;3.0;0;
1740053;['WL-V', 'INTERNET', 'IPTV-U'];347.0;0;0;1;1;0;1;0;1;3;0;195.0;0.5483870967741935;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;0;
1740186;['WL-V', 'INTERNET', 'IPTV-U'];24.0;0;0;1;1;0;1;0;1;0;2;220.0;0.03225806451612903;1;0.0;0.0;3.0;0.06451612903225806;1.0;0.0;0.9354838709677419;3.0;0;
1740764;['WL-V', 'INTERNET'];24.0;0;0;1;0;0;1;0;1;0;0;160.0;0.16129032258064516;1;0.0;0.0;0.0;0.0;2.0;0.0;0.967741935483871;2.0;0;
1740769;['WL-V'];24.0;0;0;0;0;0;1;0;0;3;0;200.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.9;1.0;1;31.12.2022
1740911;['INTERNET', 'IPTV-U'];24.0;0;0;1;1;0;0;0;1;1;0;215.0;0.0967741935483871;1;0.0;0.0;0.0;0.0;1.0;0.0;0.967741935483871;2.0;0;
1740944;['3G-V', 'INTERNET', 'IPTV-P'];339.0;1;0;1;0;1;0;0;0;3;4;190.0;0.0;1;0.0;0.0;5.0;0.0;0.0;0.0;1.0;3.0;0;
1741499;['WL-V', 'INTERNET', 'IPTV-U'];24.0;0;0;1;1;0;1;0;0;3;0;215.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0;
1741623;['INTERNET'];24.0;0;0;1;0;0;0;0;0;3;5;160.0;0.0;1;0.0;0.0;6.0;0.0;0.0;0.0;0.9032258064516129;1.0;0;
1742100;[];340.0;0;0;0;0;0;0;0;0;2;0;145.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1;31.07.2022
1742195;['IPTV-P', 'INTERNET', '3G-D'];355.0;0;1;1;0;1;0;0;0;3;0;245.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;1;31.01.2021
1742314;['INTERNET'];24.0;0;0;1;0;0;0;0;0;3;0;160.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0;
1742339;['3G-V', 'INTERNET', 'WL-V'];24.0;1;0;1;0;0;1;0;1;0;0;128.0;0.1935483870967742;1;0.0;0.0;0.0;0.0;1.0;0.0;0.967741935483871;3.0;0;
1742359;['3G-V', 'INTERNET', 'WL-V', 'IPTV-P'];355.0;1;0;1;0;1;1;0;0;3;0;230.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;4.0;0;
1742451;['IPTV-P', 'INTERNET'];24.0;0;0;1;0;1;0;1;0;3;4;190.0;0.0;1;0.0;0.0;5.0;0.0;0.0;0.0;0.967741935483871;2.0;0;
1742607;['IPTV-P', 'INTERNET', 'WL-V'];359.0;0;0;1;0;1;1;0;0;3;0;200.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.967741935483871;3.0;0;
1742660;['IPTV-P', 'INTERNET'];24.0;0;0;1;0;1;0;0;1;1;0;190.0;0.6129032258064516;1;0.0;0.0;0.0;0.0;2.0;0.0;0.9354838709677419;2.0;0;
1742887;['3G-V', 'INTERNET', 'WL-V', 'IPTV-P'];337.0;1;0;1;0;1;1;0;1;3;0;240.0;0.5806451612903226;1;1.0;1.0;0.0;0.0;2.0;0.0;0.7419354838709677;4.0;0;
1743084;[];358.0;0;0;0;0;0;0;0;0;3;0;245.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.7692307692307693;1.0;1;31.07.2021
1743553;['IPTV-P', 'INTERNET'];24.0;0;0;1;0;1;0;0;1;3;0;190.0;0.5483870967741935;1;0.0;0.0;0.0;0.0;1.0;0.0;0.7741935483870968;2.0;0;
1743782;['WL-V', 'INTERNET'];24.0;0;0;1;0;0;1;0;0;1;1;160.0;0.0;1;0.0;0.0;1.0;0.0;0.0;0.0;0.6451612903225806;2.0;0;
1743963;[];24.0;0;0;0;0;0;0;1;0;3;0;220.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1;28.02.2021
1744591;['3G-V', 'INTERNET', 'IPTV-U'];342.0;1;0;1;1;0;0;0;1;3;0;195.0;0.4838709677419355;1;0.0;0.0;0.0;0.0;2.0;0.0;1.0;3.0;0;
1745396;['3G-V', 'INTERNET', 'WL-V', 'IPTV-U'];339.0;1;0;1;1;0;1;0;0;3;3;225.0;0.0;1;0.0;0.0;3.0;0.0;0.0;0.0;0.967741935483871;4.0;0;
1746276;['WL-V', 'INTERNET'];24.0;0;0;1;0;0;1;0;2;1;0;160.0;0.9032258064516129;1;0.0;0.0;0.0;0.0;3.0;0.0;1.0;2.0;0;
1747484;['IPTV-P', 'INTERNET', 'WL-V'];335.0;0;0;1;0;1;1;0;1;2;3;245.0;0.7096774193548387;1;0.0;0.0;3.0;0.0;1.0;0.0;0.967741935483871;3.0;0;
1747494;['3G-V'];24.0;1;0;0;0;0;0;0;0;3;0;170.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1;28.02.2021
1747667;['WL-V', 'INTERNET'];24.0;0;0;1;0;0;1;0;0;0;0;112.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.9032258064516129;2.0;0;
1748163;['WL-V', 'INTERNET'];24.0;0;0;1;0;0;1;1;0;2;11;160.0;0.0;1;0.0;0.0;25.0;0.0;0.0;0.0;1.0;2.0;0;
1748729;['3G-V', 'INTERNET', 'IPTV', 'IPTV-U'];342.0;1;0;1;1;0;0;0;1;3;0;120.0;0.3870967741935484;1;0.0;0.0;0.0;0.0;1.0;0.0;0.7419354838709677;4.0;0;
1748912;['WL-V', 'INTERNET'];342.0;0;0;1;0;0;1;0;0;3;0;160.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0;
